"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"CoarseFrags",-297.374425958194,4,602.748851916389,603.61841713378,0.0568409097961165,0.494663109463853,-297.374425958194,"Inverse Monomolecular",1.52153592009123,2046.22977409301
