"","Estimate","Std. Error","t value"
"Intercept",7.32808726571716,0.0751198721275271,97.5519134707344
"CoarseFrags",0.0950744033519044,0.0205653658658502,4.62303486220881
"Intercept",7.32808726571593,0.0754390200907082,97.1392159774159
"Distance",0.033543642361079,0.00996983837270752,3.36451215226366
