"surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k"
"FF.Silt.SOMO31.SPIN",4089.23198587325,4093.61752804193,2.59612982347193e-07,120.678,0.0411617096590181,-2031.61599293663,0.350928684544818,0,0,13
"Silt.SOMO31.WAT.WII",4089.25529484807,4093.64083701675,2.55307576935756e-07,121.807,0.0411000595051217,-2031.62764742404,0.350929504494947,0,0,13
"FF.Silt.SOMO31.WAT",4089.37704020373,4093.7625823724,2.62828732496932e-07,122.24,0.0344465066691039,-2031.68852010186,0.350932158188499,0,0,13
"FF.Silt.SOMO31.WII",4089.48943967919,4093.87498184786,2.31609810951814e-07,122.868,0.0333308484426774,-2031.74471983959,0.350950224587767,0,0,13
"DEM.FF.SOMO31",4090.09267339584,4092.65081293073,5.70809731440868e-07,124.003,0.0252063433876315,-2035.04633669792,0.351299559152875,0,0,10
"DEM.WII",4090.85218105265,4092.11060801894,1.01567254906458e-05,126.357,0.0130827128311655,-2038.42609052632,0.351568935912962,0,0,7
"SPIN.WII",4090.63399633798,4091.89242330427,5.16490601878531e-06,126.738,0.0125009841042609,-2038.31699816899,0.35145184897879,0,0,7
"DEM.SPIN",4091.05068328803,4092.30911025432,9.36052898133824e-06,128.031,0.0179963895986866,-2038.52534164402,0.35148283101389,0,0,7
"FF.Silt.SPIN.WAT",4090.40974577503,4094.7952879437,1.81623054040602e-07,128.598,0.021205050903295,-2032.20487288751,0.350997520354719,0,0,13
"DEM.Silt.SPIN.WAT",4090.55741288107,4094.94295504974,1.52117155783495e-07,129.602,0.0261153250405185,-2032.27870644053,0.35100875522459,0,0,13
"DEM.FF.SPIN.WAT",4092.29624027218,4096.68178244086,8.0645287047017e-07,132.27,0.0376754912050498,-2033.14812013609,0.351269095285846,0,0,13
"DEM.SPIN.WAT.WII",4092.31944582295,4096.70498799163,8.38822183744235e-07,132.45,0.0383197128514862,-2033.15972291148,0.351271421245088,0,0,13
"DEM.Silt.WAT.WII",4091.05397682836,4095.43951899703,1.53020201196385e-07,132.485,0.02418214931936,-2032.52698841418,0.351042952007873,0,0,13
"DEM.FF.SPIN",4092.11916044589,4094.67729998078,2.09742703198391e-06,132.569,0.0546329659799894,-2036.05958022295,0.351652762184914,0,0,10
"DEM.FF.Silt.WII",4091.19915046648,4095.58469263516,1.27626449528235e-07,133.802,0.0230831629806646,-2032.59957523324,0.35103780649191,0,0,13
"DEM.FF.WII",4092.39442760616,4094.95256714105,1.09202300717848e-06,134.207,0.054070979681531,-2036.19721380308,0.351611278473605,0,0,10
"DEM.FF.WAT.WII",4092.55774081851,4096.94328298719,6.91423228383121e-07,134.824,0.0365254337128528,-2033.27887040926,0.351276745088037,0,0,13
"FF.SPIN.WII",4093.19817765393,4095.75631718882,2.11484461644286e-06,136.583,0.0467507560626282,-2036.59908882697,0.351640138522256,0,0,10
"DEM.FF.Silt.WAT",4092.14466176317,4096.53020393184,9.1893406131345e-08,138.668,0.02050757346384,-2033.07233088158,0.351063937746249,0,0,13
"DEM.Silt.SOMO31.WII",4092.89033025062,4097.27587241929,5.65604697232009e-08,141.729,0.0180104486704641,-2033.44516512531,0.351101538322096,0,0,13
"DEM.FF.SOMO31.WII",4094.64051279402,4099.02605496269,2.50001815990244e-08,142.458,0.0458319416031649,-2034.32025639701,0.351246454983742,0,0,13
"FF.SOMO31.WAT.WII",4094.93577130124,4099.32131346992,1.33722272355635e-08,142.82,0.0455074993361652,-2034.46788565062,0.351204717081215,0,0,13
"FF.SOMO31.SPIN.WII",4094.954288826,4099.33983099467,1.29441032306993e-08,143.126,0.0476512798510078,-2034.477144413,0.351199278765199,0,0,13
"Silt.SOMO31.SPIN.WII",4094.96693465683,4099.3524768255,1.34411242006568e-08,143.594,0.0439700263403533,-2034.48346732841,0.351210093471039,0,0,13
"FF.SPIN.WAT.WII",4094.57376841931,4098.95931058798,2.12993031071489e-07,143.746,0.0283642416363575,-2034.28688420965,0.351335999780042,0,0,13
"FF.SOMO31.SPIN.WAT",4095.03136272524,4099.41690489391,1.21290058018376e-08,143.81,0.0506005707332782,-2034.51568136262,0.351193433118998,0,0,13
"DEM.SOMO31.SPIN.WII",4095.05362408343,4099.4391662521,1.20311232956787e-08,144.431,0.0502056873842873,-2034.52681204171,0.351195051843314,0,0,13
"DEM.SOMO31.SPIN.WAT",4095.06479545495,4099.45033762363,1.26804552296721e-08,144.98,0.0461576378630347,-2034.53239772748,0.351207629330845,0,0,13
"DEM.SOMO31.WAT.WII",4095.26133547767,4099.64687764635,1.23720906687076e-08,146.671,0.0379490239562413,-2034.63066773884,0.351233480465649,0,0,13
"DEM.FF.SOMO31.WAT",4095.43702984787,4099.82257201655,9.38734022276271e-09,147.121,0.0527397957913821,-2034.71851492394,0.351195876607406,0,0,13
"DEM.FF.SOMO31.SPIN",4095.31132211717,4099.69686428584,1.11413511358096e-08,147.662,0.0447029198600694,-2034.65566105858,0.351217375377589,0,0,13
"DEM.SPIN.WII",4095.89570287581,4098.45384241069,3.3317716028746e-07,147.67,0.0179381469377675,-2037.94785143791,0.351480614907994,0,0,10
"Silt.SOMO31.SPIN.WAT",4094.81803936461,4099.20358153329,2.25209281163692e-08,147.731,0.0178062976219593,-2034.40901968231,0.351246461254349,0,0,13
"SOMO31.SPIN.WAT.WII",4096.16921307627,4100.55475524494,7.5076554312051e-09,151.802,0.0454810520112465,-2035.08460653813,0.351246247622531,0,0,13
"DEM.FF.SPIN.WII",4098.92599856165,4103.31154073032,4.2824154287237e-08,154.751,0.0434771663686696,-2036.46299928082,0.351623252708227,0,0,13
"DEM.Silt.SOMO31.SPIN",4097.10251110595,4101.48805327462,7.0971299243436e-09,154.908,0.0219682722030126,-2035.55125555297,0.351322985588108,0,0,13
"DEM.Silt.SOMO31.WAT",4100.08739101153,4104.4729331802,5.07158440174835e-09,159.779,0.0115428937463764,-2037.04369550576,0.35145428514155,0,0,13
