"surface","avg.AIC","avg.AICc","avg.weight","avg.rank","avg.R2m","avg.LL","avg.RMSE","n","Percent.top","k"
"CoarseFrags",-22212.0712673262,-22210.8591461141,1,1,1,11110.0356336631,2.53452256299871e-08,1000,100,4
"Distance",6060.05514950782,6060.39800665067,0,2,0.323287356546865,-3028.02757475391,15.0252367776032,0,0,2
