"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","delta.AICc","weight"
"SPIN.WII",-3580.05672521443,7,7174.11345042886,7175.03148321574,0.0122065304229536,0.661283506765399,-3580.05672521443,91.8736300372921,8.81007241139119e-21
"FF.SOMO31.SPIN.WII",-3573.29643138197,13,7172.59286276399,7175.73079379847,0.0473902935865342,0.670856888110811,-3573.296431382,92.5729406200217,6.21049353968321e-21
"FF.SOMO31.WAT.WII",-3573.31134099481,13,7172.62268199133,7175.76061302581,0.0452096093549382,0.669749355168911,-3573.31134099566,92.6027598473593,6.11858434816824e-21
"FF.SOMO31.SPIN.WAT",-3573.32077397929,13,7172.64154795857,7175.77947899305,0.0503985296607297,0.67240015082638,-3573.32077397929,92.6216258146014,6.06113920772296e-21
"DEM.SOMO31.SPIN.WII",-3573.34452908123,13,7172.68905816247,7175.82698919695,0.0499968762156012,0.672217137151953,-3573.34452908124,92.6691360185014,5.91885293141732e-21
"Silt.SOMO31.SPIN.WII",-3573.36072788425,13,7172.7214557685,7175.85938680298,0.0436493075701211,0.668967737934537,-3573.36072788425,92.7015336245277,5.82374697965723e-21
"DEM.FF.SOMO31.WII",-3573.36122416687,13,7172.72244833375,7175.86037936823,0.0454002286040312,0.666688355271073,-3573.36122416687,92.7025261897779,5.8208574722835e-21
"DEM.SPIN",-3580.49129146444,7,7174.98258292887,7175.90061571576,0.0175967911101951,0.66220713955828,-3580.49129146444,92.7427625373084,5.7049225598244e-21
"DEM.SOMO31.SPIN.WAT",-3573.41599040711,13,7172.83198081352,7175.96991184801,0.0458741319021822,0.670092724146929,-3573.41599040676,92.812058669555,5.51064316388121e-21
"Silt.SOMO31.SPIN.WAT",-3573.4197154982,13,7172.83943099641,7175.97736203089,0.0174276741431571,0.657551033903281,-3573.41971549821,92.8195088524417,5.49015370043968e-21
"DEM.FF.SOMO31.WAT",-3573.61613210987,13,7173.2322642198,7176.37019525428,0.0526105275594116,0.673911119269687,-3573.6161321099,93.2123420758262,4.5110937460866e-21
"DEM.FF.SOMO31.SPIN",-3573.63549314034,13,7173.27098628081,7176.4089173153,0.0444102805140361,0.669567600398713,-3573.63549314041,93.2510641368444,4.42459438284787e-21
"DEM.WII",-3580.74831341449,7,7175.49662682899,7176.41465961587,0.0127003160918997,0.654830094201955,-3580.74831341449,93.25680643742,4.41190892705168e-21
"DEM.SOMO31.WAT.WII",-3573.68820253585,13,7173.37640507164,7176.51433610613,0.0375688705148465,0.666159648637309,-3573.68820253582,93.3564829276747,4.19741648728921e-21
"FF.SPIN.WAT.WII",-3573.82420373138,13,7173.64840746276,7176.78633849724,0.0275775569484469,0.655345467417989,-3573.82420373138,93.6284853187917,3.6636796762711e-21
"DEM.FF.WII",-3577.95383344193,10,7175.90766688388,7177.75640637967,0.0527513571215678,0.656104231074725,-3577.95383344194,94.5985532012219,2.25564074603543e-21
"SOMO31.SPIN.WAT.WII",-3574.37795190473,13,7174.75590380946,7177.89383484394,0.0452248534650784,0.670061515790711,-3574.37795190473,94.7359816654889,2.10585138762737e-21
"DEM.FF.SPIN",-3578.02478506772,10,7176.0495701354,7177.89830963119,0.0529836829042477,0.653205325824708,-3578.0247850677,94.7404564527424,2.10114503609762e-21
"FF.SPIN.WII",-3578.71652432038,10,7177.43304864075,7179.28178813655,0.0452947614226977,0.653682311980271,-3578.71652432037,96.1239349580937,1.05205269013467e-21
"DEM.Silt.SOMO31.SPIN",-3575.43751493475,13,7176.8750298695,7180.01296090399,0.0215933860872165,0.659507473142558,-3575.43751493475,96.8551077255333,7.29903325100138e-22
"DEM.SPIN.WII",-3579.66418690926,10,7179.32837381853,7181.17711331433,0.0174883874545253,0.659686211600457,-3579.66418690927,98.0192601358776,4.07824073426097e-22
