id,pop,lat,lon,date,year,sex,species,spp_code,WAM_ID,IBRA_SubRegion,UTMX,UTMY,CoordLocation,Buffer_5km
DEC02010,Marillana Newman 5,-22.5,119.2333,30/4/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48867,Fortescue,729747.6967,7510114.256,69,37
DEC02013,Ex Nanutarra 1,-21.2888,120.4719,29/5/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51660,Chichester,860295.2767,7641922.815,70,72
DEC02014,Ex Mt Minnie 1,-21.8833,115.1614,24/6/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51678,Cape Range,310039.5657,7578953.738,71,51
DEC02016,Ex Mt Minnie 2,-22.1016,115.3072,27/6/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51689,Cape Range,325374.1543,7554956.487,72,44
DEC02018,Ex Mt Minnie 1,-21.8758,115.1547,28/6/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51694,Cape Range,309337.191,7579775.885,73,51
DEC02021,Ex Nanutarra 2,-21.2288,120.4258,29/9/2000,2000,F,Pseudomys hermannsburgensis,Ph,WAM_M51737,Chichester,855651.3357,7648676.971,74,72
DEC02024,De Grey 1,-20.3117,119.0939,15/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61118,Roebourne,718635.7166,7752638.131,75,82
DEC02025,Karijini 2,-22.6214,118.3147,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61695,Hamersley,635113.6919,7497793.829,76,18
DEC02026,East Newman 1,-23.3586,120.4592,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61747,Fortescue,853709.0583,7412545.456,77,2
DEC02027,East Newman 2,-23.3917,120.5225,20/5/2006,2006,F,Pseudomys hermannsburgensis,Ph,WAM_M61749,Augustus,860097.56,7408719.655,78,2
DEC02028,Mt Divide Nullagine,-22.4125,121.0719,12/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M61779,Chichester,919330.6477,7515826.204,79,33
DEC02029,Balfour Downs Newman 1,-22.7006,120.7372,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M61783,Chichester,884025.947,7484785.078,80,20
DEC02030,Mininer Angelo River,-23.3644,117.6253,11/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M61786,Ashburton,563909.2669,7416002.025,81,11
DEC02031,Mininer Angelo River,-23.3644,117.6253,11/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M61788,Ashburton,563909.2669,7416002.025,81,11
DEC02032,Yalleen Fortescue 2,-21.6728,116.7253,4/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56625,Chichester,471580.5701,7603363.616,82,61
DEC02034,Sth Milstream 1,-21.7108,116.7658,7/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56646,Hamersley,475776.9209,7599164.552,83,61
DEC02035,Cane Red Hill 1,-21.9667,115.9761,28/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56797,Hamersley,394283.4405,7570505.508,84,46
DEC02036,Yarraloola Fortescue 1,-21.6892,115.8431,26/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56812,Hamersley,380319.3972,7601127.009,85,59
DEC02037,Yarraloola Fortescue 2,-21.8983,115.7036,25/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56824,Hamersley,366080.99,7577864.615,86,49
DEC02038,Red Hill Peedamulla,-21.9481,115.83,25/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56825,Hamersley,379181.6249,7572456.513,87,46
DEC02039,Peedamulla 3,-21.7914,115.4642,24/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56837,Roebourne,341228.7642,7589471.773,88,52
DEC02040,Peedamulla 4,-21.7789,115.3669,24/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56842,Roebourne,331153.304,7590752.411,89,54
DEC02041,40 Mile Beach,-20.8446,116.3675,30/9/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M57239,Roebourne,434196.2227,7694921.502,90,68
DEC02042,Roy Hill Newman 3,-22.6907,119.7747,18/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M57311,Fortescue,785078.0484,7488054.756,91,22
DEC02043,Hillside Nullagine,-22.0947,119.7535,23/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M57331,Chichester,784108.4607,7554121.839,92,96
DEC02044,Mt Stuart Nanutarra,-22.4193,115.8378,17/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57875,Hamersley,380386.7336,7520298.509,93,40
DEC02047,Karijini 2,-22.6219,118.3511,22/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M60502,Hamersley,638854.5574,7497704.987,95,18
DEC02048,East Newman 3,-23.3639,120.2953,4/10/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M60544,Fortescue,836923.5173,7412350.484,96,4
DEC02049,Balfour Downs Newman 2,-22.7183,120.6464,11/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M60550,Chichester,874638.2568,7483055.52,97,20
DEC02050,Balfour Downs Newman 3,-22.6033,120.7833,13/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M60557,Chichester,889042.6475,7495452.055,98,15
DEC02051,East Newman 3,-23.3639,120.2953,20/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M61752,Fortescue,836923.5173,7412350.484,96,4
DEC02055,Mt Divide Nullagine,-22.4125,121.0719,13/5/2006,2006,F,Pseudomys hermannsburgensis,Ph,WAM_M61775,Chichester,919330.6477,7515826.204,79,33
DEC02080,Burrup Peninsula,-20.63,116.78,23/6/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M49172,Roebourne,477079.747,7718784.887,99,74
DEC02081,Burrup Peninsula,-20.63,116.78,23/6/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M49173,Roebourne,477079.747,7718784.887,99,74
DEC02082,Mount Sheila 1,-22.3108,117.3,17/11/1998,1998,M,Pseudomys hermannsburgensis,Ph,WAM_M52410,Hamersley,530898.4249,7532740.476,100,35
DEC02083,Mount Sheila 1,-22.2919,117.2833,18/11/1998,1998,M,Pseudomys hermannsburgensis,Ph,WAM_M52411,Hamersley,529182.3277,7534835.861,101,35
DEC02084,Mount Sheila 2,-22.4141,117.355,20/11/1998,1998,F,Pseudomys hermannsburgensis,Ph,WAM_M52425,Hamersley,536536.2288,7521293.657,102,39
DEC02085,Mount Sheila 1,-22.3105,117.3167,22/11/1998,1998,M,Pseudomys hermannsburgensis,Ph,WAM_M52452,Hamersley,532618.5191,7532770.17,103,35
DEC02086,Mount Sheila 2,-22.4188,117.4,22/11/1998,1998,NA,Pseudomys hermannsburgensis,Ph,WAM_M52453,Hamersley,541166.2473,7520761.762,104,39
DEC02087,Morgan River,-20.3541,118.7011,20/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56496,Roebourne,677562.5778,7748416.189,105,79
DEC02088,Mallina Sherlock 1,-20.9198,117.8613,29/4/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M60999,Chichester,589564.146,7686487.892,106,89
DEC02089,Mundabullangana 1,-20.6074,118.1566,3/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61009,Roebourne,620521.7762,7720873.296,107,75
DEC02249,Mallina Sherlock 1,-20.8699,117.8588,4/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M54293,Chichester,589333.6906,7692012.253,108,89
DEC02250,Mundabullangana 2,-20.4756,117.9954,6/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M54297,Roebourne,603811.7211,7735571.907,109,77
DEC02251,Mundabullangana 3,-20.5265,118.0774,6/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M54299,Roebourne,612327.2523,7729884.111,110,78
DEC02252,Cane River Conservation Park 2,-22.1886,115.5537,4/10/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M56859,Hamersley,350898.5019,7545586.625,111,94
DEC02254,Enderby Island,-20.6,116.5,NA,NA,NA,Pseudomys hermannsburgensis,Ph,WAM_M20960,Roebourne,447897.9108,7722040.436,112,76
DEC02255,Juna Downs 2,-22.9166,118.9,19/6/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M47521,Hamersley,694859.376,7464454.15,113,25
DEC02259,Tom Price 1,-22.8072,117.75,10/11/1997,1997,F,Pseudomys hermannsburgensis,Ph,WAM_M47834,Hamersley,576971.4208,7477627.594,114,31
DEC02260,Tom Price 1,-22.795,117.7908,10/11/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M47835,Hamersley,581166.073,7478956.361,115,31
DEC02261,Ex Nanutarra 3,-21.2447,120.3225,24/5/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51609,Chichester,844881.0653,7647144.168,116,73
DEC02263,Marillana Newman 3,-22.7327,119.4086,1/12/1999,1999,F,Pseudomys hermannsburgensis,Ph,WAM_M52206,Fortescue,747371.8098,7484059.703,117,21
DEC02265,Morgan River,-20.3541,118.7011,20/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56497,Roebourne,677562.5778,7748416.189,105,79
DEC02266,Yalleen Fortescue 2,-21.6728,116.7253,1/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56782,Chichester,471580.5701,7603363.616,82,61
DEC02267,Yarraloola Fortescue 2,-21.9181,115.7233,30/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56785,Hamersley,368134.4874,7575689.709,118,49
DEC02268,Cane Red Hill 1,-21.9667,115.9761,28/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56799,Hamersley,394283.4405,7570505.508,84,46
DEC02269,Red Hill Peedamulla,-21.95,115.8875,28/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56800,Hamersley,385121.3623,7572290.397,119,46
DEC02270,Yarraloola Fortescue 3,-21.7333,115.8081,27/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56808,Hamersley,376735.8655,7596217.721,120,59
DEC02271,Nanutarra 1,-22.4984,115.5582,3/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M57751,Hamersley,351690.6788,7511291.307,121,32
DEC02272,Mt Welcome 2,-20.7364,117.0989,5/10/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M57259,Chichester,510296.5013,7707022.1,122,93
DEC02273,Coolawanyah Chichester,-21.7141,117.7755,9/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M57269,Chichester,580209.0121,7598616.778,123,60
DEC02275,Bonney Downs Nullagine 2,-22.1178,119.8772,17/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M57299,Chichester,796831.1081,7551326.4,124,95
DEC02276,Hillside Nullagine,-22.0853,119.7035,17/10/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M57301,Chichester,778965.1191,7555255.666,125,96
DEC02277,Hillside Nullagine,-22.0947,119.7535,18/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M57308,Chichester,784108.4607,7554121.839,92,96
DEC02279,Cane River Conservation Park 2,-22.1886,115.5537,4/5/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M57750,Hamersley,350898.5019,7545586.625,111,94
DEC02280,40 Mile Beach,-20.8446,116.3675,22/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57872,Roebourne,434196.2227,7694921.502,90,68
DEC02281,Mardie 2,-21.0633,116.2335,18/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57877,Roebourne,420370.4259,7670655.313,126,66
DEC02282,Sth Milstream 2,-21.6772,116.975,13/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57895,Fortescue,497413.6796,7602901.569,94,62
DEC02283,Karratha,-20.768,116.842,22/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M57942,Roebourne,483553.9919,7703520.048,127,92
DEC02284,Tom Price 2,-22.6614,117.8644,28/9/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M60531,Hamersley,588806.8277,7493704.246,128,23
DEC02286,Mallina Sherlock 2,-20.9696,118.0483,29/4/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61000,Chichester,608975.1733,7680860.009,129,70
DEC02287,Mundabullangana 1,-20.6074,118.1566,30/4/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61006,Roebourne,620521.7762,7720873.296,107,75
DEC02288,Mallina Sherlock 1,-20.9499,117.8499,2/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61008,Chichester,588360.968,7683162.715,130,89
DEC02289,Corunna Downs Marble Bar,-21.4077,120.0713,19/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61032,Chichester,818434.3689,7629612.742,131,65
DEC02290,Muccan Marble Bar 2,-20.3908,119.9086,26/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M61043,McLarty,803596.2758,7742585.263,132,85
DEC02291,East Warrawajine,-20.7392,120.8939,3/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61070,Chichester,905622.7436,7701829.248,133,90
DEC02292,De Grey Strelley,-20.3464,118.8931,16/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61119,Roebourne,697618.8199,7749049.89,134,84
DEC02293,Karijini 2,-22.6219,118.3511,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61697,Hamersley,638854.5574,7497704.987,95,18
DEC02294,Karijini 2,-22.6219,118.3511,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61699,Hamersley,638854.5574,7497704.987,95,18
DEC02295,Turee Creek Rocklea 1,-23.2839,118.1017,8/10/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M61791,Hamersley,612671.2043,7424623.798,135,14
DEC02296,Eginbah Marble Bar,-20.8353,119.6717,12/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M56932,Chichester,778045.8498,7693773.061,136,87
DEC02298,Nanutarra 2,-22.4523,115.6614,2/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M57755,Hamersley,362262.0792,7516493.816,137,34
DEC02299,Uaroo Yannarie,-22.8635,115.5031,1/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57757,Hamersley,346429.3058,7470811.059,138,7
DEC02300,Nanutarra 1,-22.4984,115.5582,29/4/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M57764,Hamersley,351690.6788,7511291.307,121,32
DEC02301,Yarrie Marble Bar 2,-20.7483,120.2578,21/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60027,Chichester,839281.5152,7702288.61,139,91
DEC02302,Strelley 2,-20.3925,118.9231,26/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60049,Chichester,700691.7309,7743909.77,140,84
DEC02303,De Grey 2,-20.3256,119.2108,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60055,Roebourne,730825.77,7750939.722,141,80
DEC02304,De Grey Strelley,-20.3244,118.9222,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M60059,Roebourne,700685.8109,7751450.36,142,84
DEC02305,De Grey Strelley,-20.3464,118.8931,27/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60060,Roebourne,697618.8199,7749049.89,134,84
DEC02306,Peedamulla 5,-21.7792,115.2483,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60568,Cape Range,318888.8979,7590584.741,143,53
DEC02308,Peedamulla 4,-21.7789,115.3669,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60570,Roebourne,331153.304,7590752.411,89,54
DEC02309,Peedamulla 3,-21.7914,115.4642,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60572,Roebourne,341228.7642,7589471.773,88,52
DEC02310,Red Hill Peedamulla,-21.9481,115.83,16/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M60592,Hamersley,379181.6249,7572456.513,87,46
DEC02311,Wallareenya,-21.0636,118.7608,16/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64680,Chichester,682941.7256,7669803.022,144,69
DEC02312,Mount Sheila 3,-22.5044,117.6494,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64688,Hamersley,566793.0015,7511196.422,145,38
DEC02313,Rocklea 2,-22.8347,117.3817,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64691,Hamersley,539164.872,7474728.081,146,28
DEC02314,Rocklea 2,-22.8261,117.3711,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64692,Hamersley,538079.6256,7475682.865,147,28
DEC02316,Rocklea 3,-22.8092,117.4775,23/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64731,Hamersley,549003.8365,7477522.326,148,29
DEC02317,Lake Macdonald,-23.3344,117.8758,28/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64760,Hamersley,589533.1149,7419190.412,149,8
DEC02318,East Mininer,-23.4189,117.8419,29/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64775,Hamersley,586012.7922,7409855.721,150,8
DEC02319,Turee Creek Rocklea 1,-23.2925,118.1564,30/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64777,Hamersley,618258.3049,7423628.026,151,14
DEC02320,Turee Creek Rocklea 1,-23.2864,118.1236,31/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64781,Hamersley,614908.975,7424329.805,152,14
DEC02322,Turee Creek Rocklea 2,-23.3758,117.9897,31/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M64786,Hamersley,601146.486,7414531.67,153,10
