id,pop,lat,lon,date,year,sex,species,spp_code,WAM_ID,IBRA_SubRegion,UTMX,UTMY,CoordLocation,Buffer_5km
DEC02395,Wodgina 4,-21.0953,118.8864,14/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64671,Chichester,695953.009,7666143.88,141,69
DEC02397,Wodgina 5,-21.0628,118.9111,15/5/2006,2006,F,Ningaui timealeyi,Nt,WAM_M64674,Chichester,698562.6525,7669711.648,140,69
DEC02398,Wodgina 6,-21.2797,118.6989,17/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64681,Chichester,676252.7865,7645948.155,139,50
DEC02401,Wodgina,-21.0636,118.7608,18/5/2006,2006,NA,Ningaui timealeyi,Nt,WAM_M64687,Chichester,682941.7256,7669803.022,146,70
DEC02402,Tom Price 6,-22.72,117.5106,21/5/2006,2006,F,Ningaui timealeyi,Nt,WAM_M64707,Hamersley,552434.864,7487385.37,134,22
DEC02403,Tom Price 3,-22.8261,117.3711,21/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64709,Hamersley,538079.6256,7475682.865,147,21
DEC02405,Tom Price 6,-22.72,117.5106,22/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64720,Hamersley,552434.864,7487385.37,134,22
DEC02406,Tom Price 5,-22.6658,117.6128,22/5/2006,2006,F,Ningaui timealeyi,Nt,WAM_M64723,Hamersley,562955.0692,7493345.564,135,18
DEC02407,Tom Price 9,-22.7975,117.4944,22/5/2006,2006,F,Ningaui timealeyi,Nt,WAM_M64725,Hamersley,550742.5745,7478811.812,136,22
DEC02409,Tom Price 2,-22.5044,117.6494,26/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64755,Hamersley,566793.0015,7511196.422,148,28
DEC02411,Paraburdoo 4,-23.3181,117.8714,28/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64759,Hamersley,589094.1471,7420997.753,149,3
DEC02413,Paraburdoo 3,-23.4189,117.8419,29/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64768,Hamersley,586012.7922,7409855.721,150,3
DEC02414,Paraburdoo 2,-23.3758,117.9897,29/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64771,Hamersley,601146.486,7414531.67,151,4
DEC02417,Paraburdoo,-23.3353,118.0361,31/5/2006,2006,M,Ningaui timealeyi,Nt,WAM_M64785,Hamersley,605921.0238,7418982.449,152,4
DEC02419,Paraburdoo 4,-23.3181,117.8714,31/5/2006,2006,F,Ningaui timealeyi,Nt,WAM_M64791,Hamersley,589094.1471,7420997.753,149,3
DEC01714,Yandicoogina 2,-22.7366,119.0669,22/3/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47153,Hamersley,712260.3366,7484157.897,1,9
DEC01718,Yandicoogina 2,-22.7319,119.0675,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47157,Hamersley,712329.2343,7484677.548,4,9
DEC01719,Yandicoogina 2,-22.7319,119.0675,00/03/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47158,Hamersley,712329.2343,7484677.548,4,9
DEC01721,Yandicoogina 2,-22.7394,119.0722,00/03/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47160,Hamersley,712800.4508,7483840.201,6,9
DEC01722,Yandicoogina 2,-22.7377,119.0728,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47162,Hamersley,712864.7194,7484027.609,5,9
DEC01724,Yandicoogina 2,-22.733,119.0667,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47164,Hamersley,712245.3515,7484556.872,8,9
DEC01725,Yandicoogina 2,-22.7375,119.0744,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47165,Hamersley,713029.3911,7484047.458,9,9
DEC01726,Yandicoogina 2,-22.7333,119.0658,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47166,Hamersley,712152.4321,7484524.937,10,9
DEC01728,Yandicoogina 2,-22.7383,119.0703,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47168,Hamersley,712606.9763,7483964.751,12,9
DEC01729,Yandicoogina 2,-22.7377,119.0728,00/03/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47169,Hamersley,712864.7194,7484027.609,5,9
DEC01731,Yandicoogina 2,-22.7327,119.0633,00/03/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47172,Hamersley,711896.5351,7484594.963,14,9
DEC01732,Yandicoogina 2,-22.7352,119.0694,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47173,Hamersley,712519.3181,7484309.358,7,9
DEC01733,Yandicoogina 2,-22.7391,119.0722,00/03/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47174,Hamersley,712800.9155,7483873.425,15,9
DEC01736,West Angelas Hill,-23.1947,118.5964,15/8/1999,1999,NA,Pseudomys chapmani,Pc,WAM_M52165,Hamersley,663380.6059,7434030.125,17,5
DEC01738,Meentheena 2,-21.2827,120.4497,27/5/2000,2000,M,Pseudomys chapmani,Pc,WAM_M51631,Chichester,858004.2016,7642649.48,18,29
DEC01739,Meentheena 2,-21.2288,120.4553,28/5/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51654,Chichester,858716.642,7648610.24,19,29
DEC01743,Mount Minnie 1,-22.0161,115.5986,29/6/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51698,Hamersley,355352.2015,7564727.775,20,21
DEC01744,Mount Minnie 1,-22.0161,115.5986,29/6/2000,2000,M,Pseudomys chapmani,Pc,WAM_M51699,Hamersley,355352.2015,7564727.775,20,21
DEC01745,Mount Minnie 2,-22.1016,115.3072,29/6/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51701,Cape Range,325374.1543,7554956.487,21,20
DEC01746,Mount Minnie 2,-22.1016,115.3072,29/6/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51702,Cape Range,325374.1543,7554956.487,21,20
DEC01747,Meentheena 2,-21.2852,120.4153,28/9/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51723,Chichester,854425.0716,7642450.216,22,29
DEC01748,Meentheena 2,-21.2852,120.4153,28/9/2000,2000,M,Pseudomys chapmani,Pc,WAM_M51726,Chichester,854425.0716,7642450.216,22,29
DEC01749,Wandanya,-22.2166,121.3,13/10/1992,1992,F,Pseudomys chapmani,Pc,WAM_M40557,Chichester,943471.7526,7536897.864,23,19
DEC01751,East Wandanya,-22.1675,121.4,13/10/1992,1992,F,Pseudomys chapmani,Pc,WAM_M40559,Trainor,953957.7625,7542047.163,24,17
DEC01753,Marandoo 3,-22.5833,118.0167,20/6/1993,1993,F,Pseudomys chapmani,Pc,WAM_M44021,Hamersley,604513.9405,7502251.471,25,37
DEC01756,Mount Windell,-22.63,118.6139,29/7/1991,1991,M,Pseudomys chapmani,Pc,WAM_M36741,Hamersley,665857.835,7496539.198,26,38
DEC01758,Brockman Mine 1,-22.4113,117.4333,20/11/1998,1998,M,Pseudomys chapmani,Pc,WAM_M52426,Hamersley,544595.7764,7521582.461,27,15
DEC01759,Mount Mckay,-22.4154,119.984,17/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57297,Chichester,807205.0678,7518140.58,28,14
DEC01760,Cowra Line,-22.0688,118.9787,1/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57918,Chichester,704173.7484,7558232.833,29,22
DEC01761,Wheelarra Hill,-23.4583,120.1558,25/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61709,Augustus,822421.1712,7402207.955,30,1
DEC01762,Balfour Downs,-22.5164,120.6594,13/10/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M60556,Chichester,876525.6842,7505404.101,31,12
DEC01763,Meentheena 2,-21.2813,120.4806,26/5/2001,2001,M,Pseudomys chapmani,Pc,WAM_M51794,Chichester,861217.2918,7642734.094,32,29
DEC01764,Cane River,-22.0626,115.6189,12/5/2002,2002,M,Pseudomys chapmani,Pc,WAM_M51833,Hamersley,357494.3688,7559598.85,33,21
DEC01765,Meentheena 1,-21.4169,120.4011,17/9/2001,2001,F,Pseudomys chapmani,Pc,WAM_M51808,Chichester,852634.3617,7627886.882,34,25
DEC01766,Newman 1,-23.3211,119.9378,1/4/2004,2004,F,Pseudomys chapmani,Pc,WAM_M55241,Hamersley,800444.3862,7417882.709,35,3
DEC01768,Paraburdoo,-23.3397,117.8011,12/10/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M61784,Hamersley,581892.9169,7418647.909,36,4
DEC01770,Brockman Mine 1,-22.4113,117.4333,17/11/1998,1998,F,Pseudomys chapmani,Pc,WAM_M52405,Hamersley,544595.7764,7521582.461,27,15
DEC01772,Roy Hill,-22.6027,120.4128,10/7/2004,2004,M,Pseudomys chapmani,Pc,WAM_M56526,Fortescue,850911.3678,7496440.173,37,36
DEC01773,Newman 4,-23.1575,118.7464,12/6/1997,1997,F,Pseudomys chapmani,Pc,WAM_M47640,Hamersley,678784.6707,7437973.11,38,6
DEC01774,Newman 7,-23.4833,120.2,00/01/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47645,Augustus,826878.5007,7399337.446,39,1
DEC01781,Newman 4,-23.1202,118.7981,19/6/1997,1997,M,Pseudomys chapmani,Pc,WAM_M47664,Hamersley,684129.5159,7442039.281,40,6
DEC01782,Newman 6,-23.3666,119.7333,NA,0,NA,Pseudomys chapmani,Pc,WAM_M47663,Hamersley,779423.7348,7413252.004,41,2
DEC01784,Millstream,-21.33,117.1889,7/7/1997,1997,F,Pseudomys chapmani,Pc,WAM_M47716,Chichester,519588.7035,7641317.901,42,28
DEC01788,West Angeles,-23.1905,118.8261,5/5/2004,2004,M,Pseudomys chapmani,Pc,WAM_M55086,Hamersley,686899.8489,7434218.56,44,6
DEC01790,Marandoo 2,-22.6166,118.1333,4/5/1992,1992,M,Pseudomys chapmani,Pc,WAM_M36869,Hamersley,616473.1231,7498478.463,45,40
DEC01791,Tom Price 1,-22.75,117.7667,6/11/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47327,Hamersley,578718.1978,7483951.047,46,10
DEC01792,Brockman Mine 2,-22.2919,117.3008,9/5/1999,1999,M,Pseudomys chapmani,Pc,WAM_M47861,Hamersley,530984.9891,7534832.375,47,16
DEC01793,Yandicoogina 1,-21.4166,120.1667,00/03/1996,1996,NA,Pseudomys chapmani,Pc,WAM_M47178,Chichester,828312.9133,7628429.719,16,26
DEC01794,Yandicoogina 2,-22.7327,119.0667,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47171,Hamersley,712245.8148,7484590.096,48,9
DEC01795,Yandicoogina 2,-22.7375,119.0694,00/03/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47161,Hamersley,712515.7609,7484054.64,49,9
DEC01951,Mount Bruce,-22.6214,118.3147,31/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61627,Hamersley,635113.6919,7497793.829,50,39
DEC01952,Tom Price 3,-22.68,117.8478,30/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61655,Hamersley,587089.5417,7491654.977,51,11
DEC01953,Mount Bruce,-22.5833,118.2903,29/5/2006,2006,M,Pseudomys chapmani,Pc,WAM_M61662,Hamersley,632642.2795,7502033.97,52,39
DEC01954,Mount Bruce,-22.6219,118.3511,28/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61679,Hamersley,638854.5574,7497704.987,53,39
DEC01955,Whim Creek,-20.8699,117.8588,2/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M54282,Chichester,589333.6906,7692012.253,54,32
DEC01956,Meentheena 3,-21.3044,121.2004,9/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M54301,Chichester,935940.7428,7638350.01,55,27
DEC01957,Meentheena 3,-21.3044,121.2004,10/10/2004,2004,M,Pseudomys chapmani,Pc,WAM_M54307,Chichester,935940.7428,7638350.01,55,27
DEC01958,Meentheena 3,-21.3044,121.2004,11/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M54309,Chichester,935940.7428,7638350.01,55,27
DEC01960,Newman 3,-22.9366,118.9094,31/5/2004,2004,F,Pseudomys chapmani,Pc,WAM_M55289,Hamersley,695794.9033,7462226.826,56,7
DEC02427,Mount Brockman,-22.4666,117.3,13/4/1994,1994,M,Pseudomys chapmani,Pc,WAM_M43176,Hamersley,530864.0307,7515494.609,58,13
DEC02428,Python Pool,-21.35,117.2333,20/8/1992,1992,F,Pseudomys chapmani,Pc,WAM_M40537,Chichester,524189.6674,7639098.174,59,28
DEC02429,Yarrie Plateau,-20.5833,120.3333,28/1/1993,1993,M,Pseudomys chapmani,Pc,WAM_M40672,Chichester,847526.8561,7720411.747,60,34
DEC02430,Warrawagine,-20.9169,120.6241667,3/10/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M61076,Chichester,877052.0511,7682787.898,61,30
DEC02431,Mount Elvire,-21.6828,116.7522222,25/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M60620,Chichester,474367.6212,7602261.482,62,24
DEC02432,Mount Mckay,-22.4154,119.9838889,5/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57923,Chichester,807193.6225,7518140.808,63,14
DEC02433,Bonney Downs,-22.0947,119.7533333,7/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57928,Chichester,784091.2509,7554122.15,64,18
DEC02434,Cape Lambert,-20.6711,117.0811,26/10/1998,1998,F,Pseudomys chapmani,Pc,WAM_M41303,Chichester,508446.9546,7714249.816,65,33
DEC02435,Wodgina,-21.0311,118.9105556,28/9/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M61819,Chichester,698548.1212,7673222.129,66,35
DEC02436,Mount Bruce,-22.5833,118.2902778,24/9/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M60506,Hamersley,632639.9971,7502033.99,67,39
DEC02439,Tom Price 4,-22.8092,117.4775,22/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M64727,Hamersley,549003.8365,7477522.326,69,8
DEC02440,Paraburdoo,-23.3397,117.8011111,31/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M64788,Hamersley,581894.0517,7418647.902,68,4
DEC02442,Coongan River,-20.8983,119.5905556,16/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M60004,Chichester,769484.2411,7686933.534,71,31
DEC02443,Coongan River,-20.8983,119.5905556,11/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M56920,Chichester,769484.2411,7686933.534,71,31
DEC02444,Peedamulla,-21.9481,115.83,11/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M60567,Hamersley,379181.6249,7572456.513,70,23
DEC02446,Tom Price 2,-22.8158,117.7669,00/11/1997,1997,F,Pseudomys chapmani,Pc,WAM_M47845,Hamersley,578700.9748,7476666.639,72,10
DEC02447,Newman 5,-23.3722,120.1433,NA,NA,F,Pseudomys chapmani,Pc,WAM_M41905,Hamersley,821351.4225,7411777.584,73,1
DEC02448,Paraburdoo,-23.3397,117.8011111,29/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M64772,Hamersley,581894.0517,7418647.902,68,4
DEC02449,Mount Mckay,-22.4154,119.9838889,17/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57300,Chichester,807193.6225,7518140.808,63,14
DEC02450,Mount Marsh,-22.5358,118.9975,1/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57917,Hamersley,705429.7272,7506492.73,74,41
DEC02451,Mount Mckay,-22.4154,119.9838889,18/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57312,Chichester,807193.6225,7518140.808,63,14
DEC01825,Woodstock 1,-21.7336,118.8356,24/6/2001,2001,F,Pseudomys hermannsburgensis,Ph,WAM_M48952,Chichester,689847.7533,7595532.95,1,57
DEC01827,Mulga Downs 1,-22.2263,118.9756,24/6/2001,2001,F,Pseudomys hermannsburgensis,Ph,WAM_M48959,Fortescue,703626.9764,7540796.156,2,43
DEC01828,Kangan Marble Bar 1,-21.3247,118.8633,25/6/2001,2001,F,Pseudomys hermannsburgensis,Ph,WAM_M48965,Chichester,693253.882,7640773.221,3,71
DEC01829,Kangan Marble Bar 2,-21.2597,118.815,26/6/2001,2001,NA,Pseudomys hermannsburgensis,Ph,WAM_M48966,Chichester,688325.9561,7648028.385,4,71
DEC01830,Mulga Downs 2,-22.070948,118.978645,1/5/2003,2003,F,Pseudomys hermannsburgensis,Ph,WAM_M48970,Chichester,704164.9839,7557995.049,5,97
DEC01831,Marillana Newman 1,-22.821384,119.287727,25/4/2003,2003,F,Pseudomys hermannsburgensis,Ph,WAM_M48996,Fortescue,734801.0191,7474433.958,6,27
DEC01834,Yandeyarra,-21.940196,118.961895,4/5/2003,2003,F,Pseudomys hermannsburgensis,Ph,WAM_M49016,Chichester,702621.9941,7572495.965,7,48
DEC01835,Peedamulla 1,-21.7308,115.0978,15/9/2003,2003,M,Pseudomys hermannsburgensis,Ph,WAM_M49021,Cape Range,303258.482,7595759.737,8,58
DEC01836,Marillana Newman 2,-22.8333,119.3833,00/03/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55078,Hamersley,744592.7521,7472958.853,9,27
DEC01838,West Angelas Mine,-23.2027,118.8333,6/5/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55096,Hamersley,687619.9038,7432858.237,10,5
DEC01839,West Angelas Mine,-23.1905,118.8261,10/5/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55106,Hamersley,686899.8489,7434218.56,11,5
DEC01840,Ethel Creek Newman 1,-23.3194,119.9533,1/4/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55242,Hamersley,802034.3632,7418038.769,12,12
DEC01841,Sth Pannawonica,-21.7808,116.2453,3/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56149,Hamersley,421978.4329,7591244.411,13,55
DEC01843,Nifty Mine,-21.693,121.6581,7/10/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M62137,Mackay,982229.7199,7593896.247,14,56
DEC01846,West Newman 1,-23.3816,119.6253,11/9/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M64920,Hamersley,768347.2821,7411795.249,15,9
DEC01847,Sylvania Capricorn,-23.3869,120.1464,16/6/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M41906,Hamersley,821633.0312,7410141.614,16,3
DEC01848,East Karijini,-22.8666,119.0833,29/4/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M47537,Hamersley,713742.0913,7469736.998,17,26
DEC01849,Ethel Creek Newman 2,-23.3108,119.8225,20/6/1997,1997,NA,Pseudomys hermannsburgensis,Ph,WAM_M47665,Hamersley,788668.3683,7419258.91,18,13
DEC01851,Nth Millstream,-21.1383,117.1158,5/7/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M47717,Chichester,512023.8416,7662541.815,19,67
DEC01853,West Newman 2,-23.3333,119.5667,6/11/1997,1997,NA,Pseudomys hermannsburgensis,Ph,WAM_M48513,Hamersley,762449.7344,7417253.821,20,9
DEC01854,Lake Wilderness,-24.0752,120.3606,11/10/1996,1996,M,Pseudomys hermannsburgensis,Ph,WAM_M44953,Trainor,841742.9522,7333356.151,21,1
DEC01856,Lake Wilderness,-24.0794,120.3375,11/10/1996,1996,F,Pseudomys hermannsburgensis,Ph,WAM_M44960,Trainor,839381.0216,7332946.737,22,1
DEC01857,Lake Wilderness,-24.1113,120.3194,11/10/1996,1996,F,Pseudomys hermannsburgensis,Ph,WAM_M44961,Trainor,837455.372,7329454.646,23,1
DEC01858,Lake Wilderness,-24.1047,120.325,12/10/1996,1996,F,Pseudomys hermannsburgensis,Ph,WAM_M44968,Trainor,838042.4654,7330172.683,24,1
DEC01863,Roy Hill Newman 1,-22.42,119.9064,6/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55130,Fortescue,799201.2614,7517787.761,25,41
DEC01864,Roy Hill Newman 2,-22.3894,119.7753,5/7/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M55140,Fortescue,785760.0057,7521433.336,26,41
DEC01866,Roy Hill Newman 1,-22.4025,119.8611,9/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56518,Fortescue,794571.9757,7519816.238,27,41
DEC01868,Balfour Downs Newman 5,-22.8322,120.4833,11/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56522,Fortescue,857568.6175,7470834.282,28,30
DEC01870,Balfour Downs Newman 5,-22.8322,120.4833,11/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56524,Fortescue,857568.6175,7470834.282,28,30
DEC01871,Balfour Downs Newman 5,-22.7838,120.5006,11/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56525,Fortescue,859473.2728,7476156.978,29,30
DEC01873,Balfour Downs Newman 5,-22.7541,120.4775,12/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56531,Fortescue,857176.5181,7479504.996,30,30
DEC01875,Balfour Downs Newman 5,-22.7419,120.4731,12/7/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M56535,Fortescue,856755.9352,7480867.867,31,30
DEC01877,Yalleen Fortescue 1,-21.8563,116.3472,16/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56305,Hamersley,432548.6956,7582935.425,32,50
DEC01878,Bungaroo Ck,-21.9413,116.4539,15/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56306,Hamersley,443607.3084,7573569.865,33,47
DEC01880,Bungaroo Ck,-21.9511,116.4653,16/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56310,Hamersley,444788.3312,7572489.265,34,47
DEC01881,Bungaroo Ck,-21.9483,116.4636,20/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56315,Hamersley,444611.7055,7572798.58,35,47
DEC01884,Bonney Downs Nullagine 1,-21.9652,120.1225,3/9/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M64910,Chichester,822501.4259,7567735.635,36,45
DEC01885,Woodstock 2,-21.593,119.0778,NA,NA,M,Pseudomys hermannsburgensis,Ph,WAM_M29462,Chichester,715113.4753,7610785.268,37,64
DEC01886,Karijini 1,-22.6027,118.4597,3/8/1991,1991,M,Pseudomys hermannsburgensis,Ph,WAM_M36739,Hamersley,650038.0175,7499725.467,38,19
DEC01888,Juna Downs 1,-22.6244,118.6072,2/8/1991,1991,M,Pseudomys hermannsburgensis,Ph,WAM_M36746,Hamersley,665175.8524,7497166.711,39,17
DEC01889,Karijini 1,-22.6,118.5119,30/7/1991,1991,M,Pseudomys hermannsburgensis,Ph,WAM_M36748,Hamersley,655407.3937,7499970.918,40,19
DEC01890,Karijini 1,-22.6005,118.4647,30/7/1991,1991,F,Pseudomys hermannsburgensis,Ph,WAM_M36756,Hamersley,650554.4249,7499964.007,41,19
DEC01892,Rocklea 1,-22.4666,117.3,12/4/1994,1994,NA,Pseudomys hermannsburgensis,Ph,WAM_M43175,Hamersley,530864.0307,7515494.609,42,39
DEC01893,Finucane Island,-20.3166,118.5667,16/6/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M43344,Roebourne,663570.4389,7752706.497,43,81
DEC01895,Woodstock 3,-21.6116,118.9556,NA,NA,M,Pseudomys hermannsburgensis,Ph,WAM_M28635,Chichester,702432.5671,7608889.721,44,63
DEC01896,Nifty Mine,-21.6666,121.5833,00/04/1994,1994,M,Pseudomys hermannsburgensis,Ph,WAM_M43170,Mackay,974560.5968,7597056.805,45,56
DEC01899,Downes Island,-20.3083,118.5222,5/8/1994,1994,M,Pseudomys hermannsburgensis,Ph,WAM_M41863,Roebourne,658932.0691,7753668.757,46,81
DEC01900,SE Minnie Springs,-23.0797,115.7903,9/10/1995,1995,M,Pseudomys hermannsburgensis,Ph,WAM_M44927,Ashburton,376094.5803,7447144.613,47,6
DEC01902,Mount Sheila 1,-22.2919,117.2989,5/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M47851,Hamersley,530789.2715,7534832.764,48,35
DEC01903,Mt Welcome 1,-20.6711,117.0811,00/10/1998,1998,NA,Pseudomys hermannsburgensis,Ph,WAM_M44137,Chichester,508446.9546,7714249.816,49,93
DEC01904,Mt Welcome 1,-20.6711,117.0811,00/10/1998,1998,NA,Pseudomys hermannsburgensis,Ph,WAM_M44138,Chichester,508446.9546,7714249.816,49,93
DEC01905,Nifty Mine,-21.6975,121.6753,7/5/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M45020,Mackay,983998.1434,7593343.147,50,56
DEC01906,Nifty Mine,-21.6488,121.5583,8/5/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M45022,Mackay,972026.1569,7599108.032,51,56
DEC01907,Nifty Mine,-21.6811,121.6414,14/5/1997,1997,F,Pseudomys hermannsburgensis,Ph,WAM_M45024,Mackay,980537.6895,7595268.587,52,56
DEC01908,Nifty Mine,-21.6816,121.6336,15/5/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M45025,Mackay,979727.1809,7595237.354,53,56
DEC01909,Indee,-20.78,118.64,3/5/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48891,Chichester,670709.3175,7701333.107,54,88
DEC01910,Wallareenya Marble Bar,-21.01,118.7,3/5/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48898,Chichester,676686.6037,7675805.661,55,69
DEC01922,Yarrie Marble Bar 1,-20.4411,120.2317,14/2/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M55248,McLarty,837237.2174,7736381.312,56,83
DEC01923,East Warrawajine,-20.6908,120.8769,25/3/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M55249,Mackay,903978.4528,7707237.537,57,90
DEC01924,Muccan Marble Bar 1,-20.3875,120.0517,17/2/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55251,McLarty,818550.1974,7742679.723,58,86
DEC01925,Juna Downs 2,-22.9336,118.8958,2/6/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55285,Hamersley,694404.2506,7462577.109,59,25
DEC01998,Cane River Conservation Park 1,-22.2652,115.5886,4/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M48524,Hamersley,354575.9729,7537139.891,60,94
DEC02000,Cane River Conservation Park 2,-22.1686,115.5722,4/5/1999,1999,F,Pseudomys hermannsburgensis,Ph,WAM_M48533,Hamersley,352785.1498,7547818.959,61,94
DEC02001,Cane River Conservation Park 2,-22.1991,115.5486,4/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M48535,Hamersley,350383.7797,7544419.103,62,94
DEC02003,Cane River Conservation Park 3,-22.2588,115.4636,4/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M48543,Roebourne,341687.2338,7537722.905,63,42
DEC02004,Marillana Newman 4,-22.62,119.25,30/4/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48875,Fortescue,731265.9746,7496797.999,64,16
DEC02006,Bonney Downs Nullagine 3,-22.31,119.99,30/4/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48881,Chichester,808055.2553,7529806.474,65,36
DEC02007,Marillana Newman 2,-22.8369,119.3753,28/11/1999,1999,NA,Pseudomys hermannsburgensis,Ph,WAM_M51421,Hamersley,743764.9793,7472573.345,66,27
DEC02008,Juna Downs 2,-22.9341,118.8875,6/6/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M55294,Hamersley,693552.2022,7462532.695,67,25
DEC02009,Balfour Downs Newman 6,-22.6252,120.4119,13/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56094,Fortescue,850761.5803,7493948.539,68,24
