id,pop,lat,lon,date,year,sex,species,spp_code,WAM_ID,IBRA_SubRegion
DEC01738,Meentheena 2,-21.2827,120.4497,27/5/2000,2000,M,Pseudomys chapmani,Pc,WAM_M51631,Chichester
DEC01739,Meentheena 2,-21.2288,120.4553,28/5/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51654,Chichester
DEC01743,Mount Minnie 1,-22.0161,115.5986,29/6/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51698,Hamersley
DEC01744,Mount Minnie 1,-22.0161,115.5986,29/6/2000,2000,M,Pseudomys chapmani,Pc,WAM_M51699,Hamersley
DEC01745,Mount Minnie 2,-22.1016,115.3072,29/6/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51701,Cape Range
DEC01746,Mount Minnie 2,-22.1016,115.3072,29/6/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51702,Cape Range
DEC01747,Meentheena 2,-21.2852,120.4153,28/9/2000,2000,F,Pseudomys chapmani,Pc,WAM_M51723,Chichester
DEC01748,Meentheena 2,-21.2852,120.4153,28/9/2000,2000,M,Pseudomys chapmani,Pc,WAM_M51726,Chichester
DEC01749,Wandanya,-22.2166,121.3,13/10/1992,1992,F,Pseudomys chapmani,Pc,WAM_M40557,Chichester
DEC01751,East Wandanya,-22.1675,121.4,13/10/1992,1992,F,Pseudomys chapmani,Pc,WAM_M40559,Trainor
DEC01753,Marandoo 3,-22.5833,118.0167,20/6/1993,1993,F,Pseudomys chapmani,Pc,WAM_M44021,Hamersley
DEC01756,Mount Windell,-22.63,118.6139,29/7/1991,1991,M,Pseudomys chapmani,Pc,WAM_M36741,Hamersley
DEC01758,Brockman Mine 1,-22.4113,117.4333,20/11/1998,1998,M,Pseudomys chapmani,Pc,WAM_M52426,Hamersley
DEC01759,Mount Mckay,-22.4154,119.984,17/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57297,Chichester
DEC01760,Cowra Line,-22.0688,118.9787,1/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57918,Chichester
DEC01761,Wheelarra Hill,-23.4583,120.1558,25/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61709,Augustus
DEC01762,Balfour Downs,-22.5164,120.6594,13/10/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M60556,Chichester
DEC01763,Meentheena 2,-21.2813,120.4806,26/5/2001,2001,M,Pseudomys chapmani,Pc,WAM_M51794,Chichester
DEC01764,Cane River,-22.0626,115.6189,12/5/2002,2002,M,Pseudomys chapmani,Pc,WAM_M51833,Hamersley
DEC01765,Meentheena 1,-21.4169,120.4011,17/9/2001,2001,F,Pseudomys chapmani,Pc,WAM_M51808,Chichester
DEC01766,Newman 1,-23.3211,119.9378,1/4/2004,2004,F,Pseudomys chapmani,Pc,WAM_M55241,Hamersley
DEC01768,Paraburdoo,-23.3397,117.8011,12/10/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M61784,Hamersley
DEC01770,Brockman Mine 1,-22.4113,117.4333,17/11/1998,1998,F,Pseudomys chapmani,Pc,WAM_M52405,Hamersley
DEC01772,Roy Hill,-22.6027,120.4128,10/7/2004,2004,M,Pseudomys chapmani,Pc,WAM_M56526,Fortescue
DEC01773,Newman 4,-23.1575,118.7464,12/6/1997,1997,F,Pseudomys chapmani,Pc,WAM_M47640,Hamersley
DEC01774,Newman 7,-23.4833,120.2,00/01/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47645,Augustus
DEC01781,Newman 4,-23.1202,118.7981,19/6/1997,1997,M,Pseudomys chapmani,Pc,WAM_M47664,Hamersley
DEC01782,Newman 6,-23.3666,119.7333,NA,0,NA,Pseudomys chapmani,Pc,WAM_M47663,Hamersley
DEC01784,Millstream,-21.33,117.1889,7/7/1997,1997,F,Pseudomys chapmani,Pc,WAM_M47716,Chichester
DEC01785,Newman 2,-23.3666,120.05,NA,NA,F,Pseudomys chapmani,Pc,WAM_M47730,Hamersley
DEC01786,Newman 2,-23.3666,120.05,NA,NA,NA,Pseudomys chapmani,Pc,WAM_M47731,Hamersley
DEC01788,West Angeles,-23.1905,118.8261,5/5/2004,2004,M,Pseudomys chapmani,Pc,WAM_M55086,Hamersley
DEC01789,Newman 2,-23.3666,120.05,NA,NA,NA,Pseudomys chapmani,Pc,WAM_M47732,Hamersley
DEC01790,Marandoo 2,-22.6166,118.1333,4/5/1992,1992,M,Pseudomys chapmani,Pc,WAM_M36869,Hamersley
DEC01791,Tom Price 1,-22.75,117.7667,6/11/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47327,Hamersley
DEC01792,Brockman Mine 2,-22.2919,117.3008,9/5/1999,1999,M,Pseudomys chapmani,Pc,WAM_M47861,Hamersley
DEC01793,Yandicoogina 1,-21.4166,120.1667,00/03/1996,1996,NA,Pseudomys chapmani,Pc,WAM_M47178,Chichester
DEC01794,Yandicoogina 2,-22.7327,119.0667,00/03/1996,1996,M,Pseudomys chapmani,Pc,WAM_M47171,Hamersley
DEC01795,Yandicoogina 2,-22.7375,119.0694,00/03/1996,1996,F,Pseudomys chapmani,Pc,WAM_M47161,Hamersley
DEC01951,Mount Bruce,-22.6214,118.3147,31/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61627,Hamersley
DEC01952,Tom Price 3,-22.68,117.8478,30/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61655,Hamersley
DEC01953,Mount Bruce,-22.5833,118.2903,29/5/2006,2006,M,Pseudomys chapmani,Pc,WAM_M61662,Hamersley
DEC01954,Mount Bruce,-22.6219,118.3511,28/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M61679,Hamersley
DEC01955,Whim Creek,-20.8699,117.8588,2/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M54282,Chichester
DEC01956,Meentheena 3,-21.3044,121.2004,9/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M54301,Chichester
DEC01957,Meentheena 3,-21.3044,121.2004,10/10/2004,2004,M,Pseudomys chapmani,Pc,WAM_M54307,Chichester
DEC01958,Meentheena 3,-21.3044,121.2004,11/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M54309,Chichester
DEC01960,Newman 3,-22.9366,118.9094,31/5/2004,2004,F,Pseudomys chapmani,Pc,WAM_M55289,Hamersley
DEC01961,Mount Marsh,-22.5358,118.9976,16/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57662,Hamersley
DEC02427,Mount Brockman,-22.4666,117.3,13/4/1994,1994,M,Pseudomys chapmani,Pc,WAM_M43176,Hamersley
DEC02428,Python Pool,-21.35,117.2333,20/8/1992,1992,F,Pseudomys chapmani,Pc,WAM_M40537,Chichester
DEC02429,Yarrie Plateau,-20.5833,120.3333,28/1/1993,1993,M,Pseudomys chapmani,Pc,WAM_M40672,Chichester
DEC02430,Warrawagine,-20.9169,120.6241667,3/10/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M61076,Chichester
DEC02431,Mount Elvire,-21.6828,116.7522222,25/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M60620,Chichester
DEC02432,Mount Mckay,-22.4154,119.9838889,5/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57923,Chichester
DEC02433,Bonney Downs,-22.0947,119.7533333,7/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57928,Chichester
DEC02434,Cape Lambert,-20.6711,117.0811,26/10/1998,1998,F,Pseudomys chapmani,Pc,WAM_M41303,Chichester
DEC02435,Wodgina,-21.0311,118.9105556,28/9/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M61819,Chichester
DEC02436,Mount Bruce,-22.5833,118.2902778,24/9/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M60506,Hamersley
DEC02437,Mount Mckay,-22.4154,119.9838889,22/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57330,Chichester
DEC02438,Paraburdoo,-23.3397,117.8011111,29/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M64767,Hamersley
DEC02439,Tom Price 4,-22.8092,117.4775,22/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M64727,Hamersley
DEC02440,Paraburdoo,-23.3397,117.8011111,31/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M64788,Hamersley
DEC02441,Peedamulla,-21.9481,115.83,12/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M60580,Hamersley
DEC02442,Coongan River,-20.8983,119.5905556,16/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M60004,Chichester
DEC02443,Coongan River,-20.8983,119.5905556,11/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M56920,Chichester
DEC02444,Peedamulla,-21.9481,115.83,11/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M60567,Hamersley
DEC02446,Tom Price 2,-22.8158,117.7669,00/11/1997,1997,F,Pseudomys chapmani,Pc,WAM_M47845,Hamersley
DEC02447,Newman 5,-23.3722,120.1433,NA,NA,F,Pseudomys chapmani,Pc,WAM_M41905,Hamersley
DEC02448,Paraburdoo,-23.3397,117.8011111,29/5/2006,2006,NA,Pseudomys chapmani,Pc,WAM_M64772,Hamersley
DEC02449,Mount Mckay,-22.4154,119.9838889,17/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57300,Chichester
DEC02450,Mount Marsh,-22.5358,118.9975,1/5/2005,2005,NA,Pseudomys chapmani,Pc,WAM_M57917,Hamersley
DEC02451,Mount Mckay,-22.4154,119.9838889,18/10/2004,2004,NA,Pseudomys chapmani,Pc,WAM_M57312,Chichester
DEC01825,Woodstock 1,-21.7336,118.8356,24/6/2001,2001,F,Pseudomys hermannsburgensis,Ph,WAM_M48952,Chichester
DEC01827,Mulga Downs 1,-22.2263,118.9756,24/6/2001,2001,F,Pseudomys hermannsburgensis,Ph,WAM_M48959,Fortescue
DEC01828,Kangan Marble Bar 1,-21.3247,118.8633,25/6/2001,2001,F,Pseudomys hermannsburgensis,Ph,WAM_M48965,Chichester
DEC01829,Kangan Marble Bar 2,-21.2597,118.815,26/6/2001,2001,NA,Pseudomys hermannsburgensis,Ph,WAM_M48966,Chichester
DEC01830,Mulga Downs 2,-22.070948,118.978645,1/5/2003,2003,F,Pseudomys hermannsburgensis,Ph,WAM_M48970,Chichester
DEC01831,Marillana Newman 1,-22.821384,119.287727,25/4/2003,2003,F,Pseudomys hermannsburgensis,Ph,WAM_M48996,Fortescue
DEC01834,Yandeyarra,-21.940196,118.961895,4/5/2003,2003,F,Pseudomys hermannsburgensis,Ph,WAM_M49016,Chichester
DEC01835,Peedamulla 1,-21.7308,115.0978,15/9/2003,2003,M,Pseudomys hermannsburgensis,Ph,WAM_M49021,Cape Range
DEC01836,Marillana Newman 2,-22.8333,119.3833,00/03/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55078,Hamersley
DEC01838,West Angelas Mine,-23.2027,118.8333,6/5/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55096,Hamersley
DEC01839,West Angelas Mine,-23.1905,118.8261,10/5/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55106,Hamersley
DEC01840,Ethel Creek Newman 1,-23.3194,119.9533,1/4/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55242,Hamersley
DEC01841,Sth Pannawonica,-21.7808,116.2453,3/5/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56149,Hamersley
DEC01843,Nifty Mine,-21.693,121.6581,7/10/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M62137,Mackay
DEC01845,West Newman 1,-23.3816,119.6253,7/9/2006,2006,F,Pseudomys hermannsburgensis,Ph,WAM_M64919,Hamersley
DEC01846,West Newman 1,-23.3816,119.6253,11/9/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M64920,Hamersley
DEC01847,Sylvania Capricorn,-23.3869,120.1464,16/6/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M41906,Hamersley
DEC01848,East Karijini,-22.8666,119.0833,29/4/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M47537,Hamersley
DEC01849,Ethel Creek Newman 2,-23.3108,119.8225,20/6/1997,1997,NA,Pseudomys hermannsburgensis,Ph,WAM_M47665,Hamersley
DEC01851,Nth Millstream,-21.1383,117.1158,5/7/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M47717,Chichester
DEC01853,West Newman 2,-23.3333,119.5667,6/11/1997,1997,NA,Pseudomys hermannsburgensis,Ph,WAM_M48513,Hamersley
DEC01854,Lake Wilderness,-24.0752,120.3606,11/10/1996,1996,M,Pseudomys hermannsburgensis,Ph,WAM_M44953,Trainor
DEC01856,Lake Wilderness,-24.0794,120.3375,11/10/1996,1996,F,Pseudomys hermannsburgensis,Ph,WAM_M44960,Trainor
DEC01857,Lake Wilderness,-24.1113,120.3194,11/10/1996,1996,F,Pseudomys hermannsburgensis,Ph,WAM_M44961,Trainor
DEC01858,Lake Wilderness,-24.1047,120.325,12/10/1996,1996,F,Pseudomys hermannsburgensis,Ph,WAM_M44968,Trainor
DEC01863,Roy Hill Newman 1,-22.42,119.9064,6/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55130,Fortescue
DEC01864,Roy Hill Newman 2,-22.3894,119.7753,5/7/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M55140,Fortescue
DEC01866,Roy Hill Newman 1,-22.4025,119.8611,9/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56518,Fortescue
DEC01868,Balfour Downs Newman 5,-22.8322,120.4833,11/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56522,Fortescue
DEC01870,Balfour Downs Newman 5,-22.8322,120.4833,11/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56524,Fortescue
DEC01871,Balfour Downs Newman 5,-22.7838,120.5006,11/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56525,Fortescue
DEC01873,Balfour Downs Newman 5,-22.7541,120.4775,12/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56531,Fortescue
DEC01875,Balfour Downs Newman 5,-22.7419,120.4731,12/7/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M56535,Fortescue
DEC01877,Yalleen Fortescue 1,-21.8563,116.3472,16/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56305,Hamersley
DEC01878,Bungaroo Ck,-21.9413,116.4539,15/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56306,Hamersley
DEC01880,Bungaroo Ck,-21.9511,116.4653,16/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56310,Hamersley
DEC01881,Bungaroo Ck,-21.9483,116.4636,20/3/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56315,Hamersley
DEC01884,Bonney Downs Nullagine 1,-21.9652,120.1225,3/9/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M64910,Chichester
DEC01885,Woodstock 2,-21.593,119.0778,NA,NA,M,Pseudomys hermannsburgensis,Ph,WAM_M29462,Chichester
DEC01886,Karijini 1,-22.6027,118.4597,3/8/1991,1991,M,Pseudomys hermannsburgensis,Ph,WAM_M36739,Hamersley
DEC01888,Juna Downs 1,-22.6244,118.6072,2/8/1991,1991,M,Pseudomys hermannsburgensis,Ph,WAM_M36746,Hamersley
DEC01889,Karijini 1,-22.6,118.5119,30/7/1991,1991,M,Pseudomys hermannsburgensis,Ph,WAM_M36748,Hamersley
DEC01890,Karijini 1,-22.6005,118.4647,30/7/1991,1991,F,Pseudomys hermannsburgensis,Ph,WAM_M36756,Hamersley
DEC01891,Maroonah Innawanga,-23.4113,115.8942,13/6/1994,1994,F,Pseudomys hermannsburgensis,Ph,WAM_M41814,Ashburton
DEC01892,Rocklea 1,-22.4666,117.3,12/4/1994,1994,NA,Pseudomys hermannsburgensis,Ph,WAM_M43175,Hamersley
DEC01893,Finucane Island,-20.3166,118.5667,16/6/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M43344,Roebourne
DEC01895,Woodstock 3,-21.6116,118.9556,NA,NA,M,Pseudomys hermannsburgensis,Ph,WAM_M28635,Chichester
DEC01896,Nifty Mine,-21.6666,121.5833,00/04/1994,1994,M,Pseudomys hermannsburgensis,Ph,WAM_M43170,Mackay
DEC01899,Downes Island,-20.3083,118.5222,5/8/1994,1994,M,Pseudomys hermannsburgensis,Ph,WAM_M41863,Roebourne
DEC01900,SE Minnie Springs,-23.0797,115.7903,9/10/1995,1995,M,Pseudomys hermannsburgensis,Ph,WAM_M44927,Ashburton
DEC01902,Mount Sheila 1,-22.2919,117.2989,5/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M47851,Hamersley
DEC01903,Mt Welcome 1,-20.6711,117.0811,00/10/1998,1998,NA,Pseudomys hermannsburgensis,Ph,WAM_M44137,Chichester
DEC01904,Mt Welcome 1,-20.6711,117.0811,00/10/1998,1998,NA,Pseudomys hermannsburgensis,Ph,WAM_M44138,Chichester
DEC01905,Nifty Mine,-21.6975,121.6753,7/5/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M45020,Mackay
DEC01906,Nifty Mine,-21.6488,121.5583,8/5/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M45022,Mackay
DEC01907,Nifty Mine,-21.6811,121.6414,14/5/1997,1997,F,Pseudomys hermannsburgensis,Ph,WAM_M45024,Mackay
DEC01908,Nifty Mine,-21.6816,121.6336,15/5/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M45025,Mackay
DEC01909,Indee,-20.78,118.64,3/5/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48891,Chichester
DEC01910,Wallareenya Marble Bar,-21.01,118.7,3/5/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48898,Chichester
DEC01915,Range Well,-21.7722,117.2739,22/9/1999,1999,NA,Pseudomys hermannsburgensis,Ph,WAM_M51362,Fortescue
DEC01922,Yarrie Marble Bar 1,-20.4411,120.2317,14/2/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M55248,McLarty
DEC01923,East Warrawajine,-20.6908,120.8769,25/3/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M55249,Mackay
DEC01924,Muccan Marble Bar 1,-20.3875,120.0517,17/2/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55251,McLarty
DEC01925,Juna Downs 2,-22.9336,118.8958,2/6/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M55285,Hamersley
DEC01998,Cane River Conservation Park 1,-22.2652,115.5886,4/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M48524,Hamersley
DEC02000,Cane River Conservation Park 2,-22.1686,115.5722,4/5/1999,1999,F,Pseudomys hermannsburgensis,Ph,WAM_M48533,Hamersley
DEC02001,Cane River Conservation Park 2,-22.1991,115.5486,4/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M48535,Hamersley
DEC02003,Cane River Conservation Park 3,-22.2588,115.4636,4/5/1999,1999,M,Pseudomys hermannsburgensis,Ph,WAM_M48543,Roebourne
DEC02004,Marillana Newman 4,-22.62,119.25,30/4/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48875,Fortescue
DEC02006,Bonney Downs Nullagine 3,-22.31,119.99,30/4/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48881,Chichester
DEC02007,Marillana Newman 2,-22.8369,119.3753,28/11/1999,1999,NA,Pseudomys hermannsburgensis,Ph,WAM_M51421,Hamersley
DEC02008,Juna Downs 2,-22.9341,118.8875,6/6/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M55294,Hamersley
DEC02009,Balfour Downs Newman 6,-22.6252,120.4119,13/7/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M56094,Fortescue
DEC02010,Marillana Newman 5,-22.5,119.2333,30/4/2001,2001,M,Pseudomys hermannsburgensis,Ph,WAM_M48867,Fortescue
DEC02013,Ex Nanutarra 1,-21.2888,120.4719,29/5/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51660,Chichester
DEC02014,Ex Mt Minnie 1,-21.8833,115.1614,24/6/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51678,Cape Range
DEC02016,Ex Mt Minnie 2,-22.1016,115.3072,27/6/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51689,Cape Range
DEC02018,Ex Mt Minnie 1,-21.8758,115.1547,28/6/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51694,Cape Range
DEC02021,Ex Nanutarra 2,-21.2288,120.4258,29/9/2000,2000,F,Pseudomys hermannsburgensis,Ph,WAM_M51737,Chichester
DEC02024,De Grey 1,-20.3117,119.0939,15/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61118,Roebourne
DEC02025,Karijini 2,-22.6214,118.3147,27/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61695,Hamersley
DEC02026,East Newman 1,-23.3586,120.4592,20/5/2006,2006,M,Pseudomys hermannsburgensis,Ph,WAM_M61747,Fortescue
DEC02027,East Newman 2,-23.3917,120.5225,20/5/2006,2006,F,Pseudomys hermannsburgensis,Ph,WAM_M61749,Augustus
DEC02028,Mt Divide Nullagine,-22.4125,121.0719,12/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M61779,Chichester
DEC02029,Balfour Downs Newman 1,-22.7006,120.7372,11/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M61783,Chichester
DEC02030,Mininer Angelo River,-23.3644,117.6253,11/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M61786,Ashburton
DEC02031,Mininer Angelo River,-23.3644,117.6253,11/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M61788,Ashburton
DEC02032,Yalleen Fortescue 2,-21.6728,116.7253,4/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56625,Chichester
DEC02034,Sth Milstream 1,-21.7108,116.7658,7/10/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56646,Hamersley
DEC02035,Cane Red Hill 1,-21.9667,115.9761,28/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56797,Hamersley
DEC02036,Yarraloola Fortescue 1,-21.6892,115.8431,26/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56812,Hamersley
DEC02037,Yarraloola Fortescue 2,-21.8983,115.7036,25/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56824,Hamersley
DEC02038,Red Hill Peedamulla,-21.9481,115.83,25/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56825,Hamersley
DEC02039,Peedamulla 3,-21.7914,115.4642,24/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56837,Roebourne
DEC02040,Peedamulla 4,-21.7789,115.3669,24/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M56842,Roebourne
DEC02041,40 Mile Beach,-20.8446,116.3675,30/9/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M57239,Roebourne
DEC02042,Roy Hill Newman 3,-22.6907,119.7747,18/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M57311,Fortescue
DEC02043,Hillside Nullagine,-22.0947,119.7535,23/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M57331,Chichester
DEC02044,Mt Stuart Nanutarra,-22.4193,115.8378,17/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M57875,Hamersley
DEC02045,Sth Milstream 2,-21.6772,116.975,12/5/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M57897,Fortescue
DEC02046,Karijini 2,-22.6219,118.3511,21/9/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M60501,Hamersley
DEC02047,Karijini 2,-22.6219,118.3511,22/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M60502,Hamersley
DEC02048,East Newman 3,-23.3639,120.2953,4/10/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M60544,Fortescue
DEC02049,Balfour Downs Newman 2,-22.7183,120.6464,11/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M60550,Chichester
DEC02050,Balfour Downs Newman 3,-22.6033,120.7833,13/10/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M60557,Chichester
DEC02051,East Newman 3,-23.3639,120.2953,20/5/2006,2006,NA,Pseudomys hermannsburgensis,Ph,WAM_M61752,Fortescue
DEC02055,Mt Divide Nullagine,-22.4125,121.0719,13/5/2006,2006,F,Pseudomys hermannsburgensis,Ph,WAM_M61775,Chichester
DEC02080,Burrup Peninsula,-20.63,116.78,23/6/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M49172,Roebourne
DEC02081,Burrup Peninsula,-20.63,116.78,23/6/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M49173,Roebourne
DEC02082,Mount Sheila 1,-22.3108,117.3,17/11/1998,1998,M,Pseudomys hermannsburgensis,Ph,WAM_M52410,Hamersley
DEC02083,Mount Sheila 1,-22.2919,117.2833,18/11/1998,1998,M,Pseudomys hermannsburgensis,Ph,WAM_M52411,Hamersley
DEC02084,Mount Sheila 2,-22.4141,117.355,20/11/1998,1998,F,Pseudomys hermannsburgensis,Ph,WAM_M52425,Hamersley
DEC02085,Mount Sheila 1,-22.3105,117.3167,22/11/1998,1998,M,Pseudomys hermannsburgensis,Ph,WAM_M52452,Hamersley
DEC02086,Mount Sheila 2,-22.4188,117.4,22/11/1998,1998,NA,Pseudomys hermannsburgensis,Ph,WAM_M52453,Hamersley
DEC02087,Morgan River,-20.3541,118.7011,20/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56496,Roebourne
DEC02088,Mallina Sherlock 1,-20.9198,117.8613,29/4/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M60999,Chichester
DEC02089,Mundabullangana 1,-20.6074,118.1566,3/5/2005,2005,NA,Pseudomys hermannsburgensis,Ph,WAM_M61009,Roebourne
DEC02249,Mallina Sherlock 1,-20.8699,117.8588,4/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M54293,Chichester
DEC02250,Mundabullangana 2,-20.4756,117.9954,6/10/2004,2004,F,Pseudomys hermannsburgensis,Ph,WAM_M54297,Roebourne
DEC02251,Mundabullangana 3,-20.5265,118.0774,6/10/2004,2004,M,Pseudomys hermannsburgensis,Ph,WAM_M54299,Roebourne
DEC02252,Cane River Conservation Park 2,-22.1886,115.5537,4/10/2004,2004,NA,Pseudomys hermannsburgensis,Ph,WAM_M56859,Hamersley
DEC02254,Enderby Island,-20.6,116.5,NA,NA,NA,Pseudomys hermannsburgensis,Ph,WAM_M20960,Roebourne
DEC02255,Juna Downs 2,-22.9166,118.9,19/6/2005,2005,F,Pseudomys hermannsburgensis,Ph,WAM_M47521,Hamersley
DEC02259,Tom Price 1,-22.8072,117.75,10/11/1997,1997,F,Pseudomys hermannsburgensis,Ph,WAM_M47834,Hamersley
DEC02260,Tom Price 1,-22.795,117.7908,10/11/1997,1997,M,Pseudomys hermannsburgensis,Ph,WAM_M47835,Hamersley
DEC02261,Ex Nanutarra 3,-21.2447,120.3225,24/5/2000,2000,M,Pseudomys hermannsburgensis,Ph,WAM_M51609,Chichester
DEC02263,Marillana Newman 3,-22.7327,119.4086,1/12/1999,1999,F,Pseudomys hermannsburgensis,Ph,WAM_M52206,Fortescue
DEC02265,Morgan River,-20.3541,118.7011,20/9/2005,2005,M,Pseudomys hermannsburgensis,Ph,WAM_M56497,Roebourne
