"ind1.id","ind2.id","wang","Ind.1.sex","Ind.1.pop","Ind.1.year","Ind.2.sex","Ind.2.pop","Ind.2.year"
"DEC01845","DEC01846",0.4237,"F","West Newman 1",2006,NA,"West Newman 1",2006
"DEC02045","DEC02282",0.4333,"F","Sth Milstream 2",2005,NA,"Sth Milstream 2",2005
"DEC02046","DEC02047",0.4912,NA,"Karijini 2",2005,"M","Karijini 2",2005
"DEC02274","DEC02275",0.4282,"F","Bonney Downs Nullagine 2",2004,"F","Bonney Downs Nullagine 2",2004
